brand,attribute,quadrant,sentiment,mentions,example_source
CooperVision,high quality,Basic Requirements,positive,45,[review](https://www.hktvmall.com/hktv/en/main/MY-CON/s/S2830001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Clariti-1-day-Silicone-Hydrogel-Contact-Lens-BC-86-P-100-CooperVision/p/S2830001_S_Clariti_reg_1day-86-100S?scrollTo=reviewTab)
CooperVision,high quality,Basic Requirements,negative,3,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Proclear-1-day-Contact-Lens-BC-87-P-100/p/H5711001_S_Proclear_reg_1day-87-100S?scrollTo=reviewTab)
CooperVision,safe and reliable,Basic Requirements,positive,3,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a1be9e600000000350315d4?xsec_token=YB5t1h1hQA2Kaqp1mrFz3AXnENfO0F5OMNWoPPNRHgQr8%3D&xsec_source=app_share)
CooperVision,high quality,Basic Requirements,neutral,1,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/High-Clariti-1-day-Multifocal-Silicone-Hydrogel-Contact-Lens-BC-86-P-000/p/H5711001_S_Clariti_mfHi_1day-86-0?scrollTo=reviewTab)
CooperVision,comfortable for eyes,Key Drivers,positive,67,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/High-Clariti-1-day-Multifocal-Silicone-Hydrogel-Contact-Lens-BC-86-P-000/p/H5711001_S_Clariti_mfHi_1day-86-0?scrollTo=reviewTab)
CooperVision,trustworthy brand,Key Drivers,positive,21,[review](https://www.hktvmall.com/hktv/en/main/LENSee/s/B0217001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Biomedics-1day-Extra-Contact-Lenses-P-100/p/B0217001_S_B1DEx30-0100?scrollTo=reviewTab)
CooperVision,can wear 12+ hours,Key Drivers,positive,15,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Clariti-1-day-Silicone-Hydrogel-Contact-Lens-BC-86-P-100/p/H5711001_S_Clariti_reg_1day-86-100S?scrollTo=reviewTab)
CooperVision,comfortable for eyes,Key Drivers,negative,13,[review](https://www.hktvmall.com/hktv/en/main/123-OPTICAL/s/H9723001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-86-Clariti-1-day-Silicone-Hydrogel-Contact-Lens-100/p/H9723001_S_C113002_p-100?scrollTo=reviewTab)
CooperVision,clear/crisp vision,Key Drivers,positive,9,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/High-Clariti-1-day-Multifocal-Silicone-Hydrogel-Contact-Lens-BC-86-P-000/p/H5711001_S_Clariti_mfHi_1day-86-0?scrollTo=reviewTab)
CooperVision,clear/crisp vision,Key Drivers,negative,5,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Clariti-1-day-Silicone-Hydrogel-Contact-Lens-BC-86-P-100/p/H5711001_S_Clariti_reg_1day-86-100S?scrollTo=reviewTab)
CooperVision,can wear 12+ hours,Key Drivers,neutral,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a24c884000000003503ad3f?xsec_token=YBP4pGEm1BIt9CWpQxph9GwEBNa2bJuuvcXJPp7LTRHFI%3D&xsec_source=app_share)
CooperVision,premium feel,Low Importance,positive,2,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Biomedics-1-day-Extra-Contact-Lens-BC-86-P-100/p/H5711001_S_Biomedics_ex_1day-86-100S?scrollTo=reviewTab)
CooperVision,trendy,Low Importance,positive,1,[review](https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Biomedics-1-day-Extra-Daily-Disposal-Contact-Lenses/p/H8617001_S_Biomedics-1day-100?scrollTo=reviewTab)
CooperVision,internationally renowned,Low Importance,positive,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/68c48cc9000000001d013cca?xsec_token=YBKcOPAO232yCm20ul0rju5oby-GgWikke8UAMMwP71GE%3D&xsec_source=app_share)
CooperVision,easy to repurchase,Potential Differentiators,positive,46,[review](https://www.hktvmall.com/hktv/en/main/LENSee/s/B0217001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Biomedics-1day-Extra-Contact-Lenses-P-100/p/B0217001_S_B1DEx30-0100?scrollTo=reviewTab)
CooperVision,suitable for me,Potential Differentiators,positive,8,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Low-Clariti-1-day-Multifocal-Silicone-Hydrogel-Contact-Lens-BC-86-P-000/p/H5711001_S_Clariti_mfLo_1day-86-0?scrollTo=reviewTab)
CooperVision,available in multiple places,Potential Differentiators,positive,3,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Clariti-1-day-Silicone-Hydrogel-Contact-Lens-BC-86-P-100/p/H5711001_S_Clariti_reg_1day-86-100S?scrollTo=reviewTab)
CooperVision,suitable for me,Potential Differentiators,negative,2,[review](https://www.hktvmall.com/hktv/en/main/Easy-Look/s/H5711001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Proclear-1-day-Contact-Lens-BC-87-P-100/p/H5711001_S_Proclear_reg_1day-87-100S?scrollTo=reviewTab)
CooperVision,friend/family recommended,Potential Differentiators,positive,2,[xhs_post](https://www.xiaohongshu.com/discovery/item/68ccb021000000000b03db5c?xsec_token=YBjS7IKxRvzOs-5naRNsZTbrmjoSSGdD5FtiZt5b_48A8%3D&xsec_source=app_share)
CooperVision,doctor/expert recommended,Potential Differentiators,positive,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6910c00f0000000004010aab?xsec_token=YBtf2wx3qEso6yYQ7W98ne0OLf-sVW8RVFpRjEQ0uarE4%3D&xsec_source=app_share)
Olens,high quality,Basic Requirements,positive,34,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,high quality,Basic Requirements,negative,9,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,safe and reliable,Basic Requirements,positive,2,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,comfortable for eyes,Key Drivers,positive,106,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,can wear 12+ hours,Key Drivers,positive,29,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,comfortable for eyes,Key Drivers,negative,26,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,clear/crisp vision,Key Drivers,positive,10,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,trustworthy brand,Key Drivers,positive,6,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,clear/crisp vision,Key Drivers,negative,5,[review](https://www.hktvmall.com/hktv/en/main/Easytalk-Group/s/H5515001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Colour-Contact-Lens/Monthly-Disposable/VIVIRING-Monthly-Colored-Contact-Lenses-Chocolate-2-pics-Parallel-Goods/p/H5515001_S_VIVIRING-CHO-0?scrollTo=reviewTab)
Olens,comfortable for eyes,Key Drivers,neutral,2,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,trendy,Low Importance,positive,37,[xhs_post](https://www.xiaohongshu.com/discovery/item/699186ef0000000028023e8b?xsec_token=YBpkvkSi-XnnsqgsXFiHmeHYSW9zVRIPRwHTsXsTDMXUc%3D&xsec_source=app_share)
Olens,premium feel,Low Importance,positive,1,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,premium feel,Low Importance,negative,1,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,trendy,Low Importance,neutral,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/5de65aaa00000000010084ef?xsec_token=YBg8VUSV8XL9RpIiTKRVUdwoAUfPi86pC4wOF0VJY2ix8%3D&xsec_source=app_share)
Olens,easy to repurchase,Potential Differentiators,positive,10,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,suitable for me,Potential Differentiators,positive,6,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,available in multiple places,Potential Differentiators,positive,5,[xhs_post](https://www.xiaohongshu.com/discovery/item/69f72ce20000000035020fd4?xsec_token=YB7ZBAigo9ubHbBIO1J1vpTzRF4lcu6i87hvElc4kG1oo%3D&xsec_source=app_share)
Olens,easy to repurchase,Potential Differentiators,neutral,1,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,suitable for me,Potential Differentiators,negative,1,[review](https://www.hktvmall.com/hktv/en/main/OLENS-HK-Flagship-Store/s/H6878001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/Made-in-Korea-O2-EDITION-1-DAY-DISPOSABLE-CONTACT-LENS-40P-BUNDLE-SET-P-100-New-Packaging/p/H6878001_S_OL1DO2ED40P100?scrollTo=reviewTab)
Olens,doctor/expert recommended,Potential Differentiators,positive,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a43a5b6000000000f00666c?xsec_token=YBbCtWGENbP0f-AuB5DasikQDiJIrO2p7mOFsE0cRpWIc%3D&xsec_source=app_share)
other,high quality,Basic Requirements,positive,17,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a431bdc000000020f00fb9a?xsec_token=YBgPoqCps9jOVWuEs1lq7E9o48167iffRkTWrXTs_CZZQ%3D&xsec_source=app_share)
other,high quality,Basic Requirements,neutral,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a140dc0000000003701f5f3?xsec_token=YBe3T-8ssr4K6Dtpk9k-ml63ZewiIaCVprE8vdGesANR0%3D&xsec_source=app_share)
other,comfortable for eyes,Key Drivers,positive,79,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a36b2f3000000021101ad3a?xsec_token=YB-L8Slk3QWP85Wpa6OxWJNuMV_tvOowJStZhEai-BYBU%3D&xsec_source=app_share)
other,can wear 12+ hours,Key Drivers,positive,17,[xhs_post](https://www.xiaohongshu.com/discovery/item/69e46cbd0000000021007a27?xsec_token=YBE6GFbq3BeX66hRsSgSNkbuqPrs9XJWH1r3WIZ1oGC7s%3D&xsec_source=app_share)
other,comfortable for eyes,Key Drivers,negative,11,[xhs_post](https://www.xiaohongshu.com/discovery/item/6986a932000000002800b3c4?xsec_token=YB-iweRGnHs5nfgxC6qe53gEmsX0RPyi_CTMfCup_bQ4k%3D&xsec_source=app_share)
other,clear/crisp vision,Key Drivers,positive,10,[xhs_post](https://www.xiaohongshu.com/discovery/item/6970aa75000000001a033815?xsec_token=YBcpF8fBaKVzozHWwCzvnKyEoyhsuhnRj09oBM9s5H3jc%3D&xsec_source=app_share)
other,trustworthy brand,Key Drivers,positive,7,[xhs_post](https://www.xiaohongshu.com/discovery/item/600db795000000000100bee0?xsec_token=YB_8d0ImBwskxtDBTLqcmi8jhKqG-K5SFLtAKMZIdeVJ8%3D&xsec_source=app_share)
other,comfortable for eyes,Key Drivers,neutral,4,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a33ba75000000021c02df01?xsec_token=YBxAk99u2FbD33mmi-itb1rVTXFAiejyIgSpQ-vsbNhmM%3D&xsec_source=app_share)
other,can wear 12+ hours,Key Drivers,negative,2,[xhs_post](https://www.xiaohongshu.com/discovery/item/69ccc604000000001a022722?xsec_token=YBLydBA7a8nDbZde6vt0JJciyxi0FlMIjOaWRFy0UNNJ8%3D&xsec_source=app_share)
other,clear/crisp vision,Key Drivers,negative,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a038971000000003603323e?xsec_token=YBEEGKwsLog0e09wVhmFZfJvEUU7VgugYIQ_zwpNB1YuI%3D&xsec_source=app_share)
other,clear/crisp vision,Key Drivers,neutral,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/68d95c02000000001300ec83?xsec_token=YBdz86BIbXe6-9u8TeFN2unHTBG_5zmlkUl-i97DDi9V0%3D&xsec_source=app_share)
other,trendy,Low Importance,positive,27,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a17934b00000000380342d5?xsec_token=YBkr-Tb7UR-dJxTTp9V3XGhMLF1KWmJ1hghEvVBx4Cnmc%3D&xsec_source=app_share)
other,premium feel,Low Importance,positive,4,[xhs_post](https://www.xiaohongshu.com/discovery/item/6763e2b800000000090165ce?xsec_token=YB-WVfQXWJRyPgv7SIuFAJEjYYPjMt5uIJs8sZSAZeVZE%3D&xsec_source=app_share)
other,suitable for me,Potential Differentiators,positive,18,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a2017f80000000036031d1e?xsec_token=YBENLZUbPrCBqvQREGtgojb3utlJpq_G87ZFAIuLlvV0Y%3D&xsec_source=app_share)
other,easy to repurchase,Potential Differentiators,positive,3,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a36b2f3000000021101ad3a?xsec_token=YB-L8Slk3QWP85Wpa6OxWJNuMV_tvOowJStZhEai-BYBU%3D&xsec_source=app_share)
other,suitable for me,Potential Differentiators,negative,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6a313d7800000000060304a0?xsec_token=YBTOC8729o33imMJeT1ifQJTFkRJQh897Q8me_2yTLVwg%3D&xsec_source=app_share)
other,available in multiple places,Potential Differentiators,positive,1,[xhs_post](https://www.xiaohongshu.com/discovery/item/6911a2320000000003021c8b?xsec_token=YBoz-f7zitQUFVjipHtdkBRWCiRirzR-DQ5UqCHH3As1U%3D&xsec_source=app_share)
